medicine_name,generic_name,platform,day,price,is_stockout
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,10,10.91,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,11,10.9,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,12,10.87,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,13,11.04,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,14,11.14,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,15,11.45,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,16,11.3,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,17,11.16,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,18,11.79,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,19,12.27,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,20,12.23,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,21,12.05,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,22,11.98,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,23,12.81,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,24,12.41,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,25,12.54,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,26,12.57,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,27,12.69,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,28,12.69,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,29,12.85,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,PharmEasy,30,13.3,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,1,9.84,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,2,9.31,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,3,9.53,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,4,9.75,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,5,10.18,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,6,10.34,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,7,10.34,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,8,10.09,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,9,10.3,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,10,10.59,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,11,10.55,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,12,10.63,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,13,10.73,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,14,11.12,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,15,11.11,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,16,11.04,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,17,11.26,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,18,11.06,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,19,11.3,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,20,11.7,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,21,11.3,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,22,11.82,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,23,11.4,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,24,12.22,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,25,11.9,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,26,12.18,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,27,12.22,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,28,12.33,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,29,12.46,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Netmeds,30,12.18,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,1,10.64,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,2,10.66,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,3,10.69,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,4,10.74,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,5,11.04,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,6,10.89,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,7,11.42,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,8,11.4,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,9,11.45,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,10,11.71,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,11,11.21,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,12,11.43,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,13,11.91,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,14,11.75,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,15,11.87,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,16,11.8,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,17,12.0,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,18,12.52,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,19,12.5,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,20,12.54,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,21,12.48,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,22,12.73,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,23,13.04,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,24,12.75,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,25,12.99,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,26,13.47,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,27,13.35,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,28,13.18,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,29,13.53,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Tata 1mg,30,13.17,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,1,10.28,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,2,10.53,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,3,10.58,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,4,10.72,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,5,10.87,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,6,10.89,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,7,10.99,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,8,11.04,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,9,10.88,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,10,11.41,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,11,11.29,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,12,11.54,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,13,11.69,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,14,11.49,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,15,11.61,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,16,11.74,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,17,12.16,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,18,11.82,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,19,12.4,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,20,12.24,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,21,12.35,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,22,12.58,1
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,23,12.52,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,24,12.82,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,25,12.59,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,26,13.09,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,27,12.81,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,28,13.3,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,29,13.01,0
Aspirin 75mg,Acetylsalicylic Acid 75mg,Apollo Pharmacy,30,13.14,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,1,44.2,1
Metformin 500mg,Metformin HCl 500mg,PharmEasy,2,44.51,1
Metformin 500mg,Metformin HCl 500mg,PharmEasy,3,45.27,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,4,45.61,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,5,46.39,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,6,45.41,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,7,44.69,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,8,46.14,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,9,46.05,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,10,46.44,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,11,45.53,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,12,45.72,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,13,45.73,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,14,47.47,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,15,47.78,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,16,46.09,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,17,46.2,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,18,47.37,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,19,48.29,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,20,48.62,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,21,46.55,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,22,46.85,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,23,47.56,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,24,47.7,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,25,47.34,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,26,46.88,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,27,47.67,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,28,49.42,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,29,47.43,0
Metformin 500mg,Metformin HCl 500mg,PharmEasy,30,48.2,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,1,45.01,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,2,42.5,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,3,43.63,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,4,44.73,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,5,43.76,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,6,44.3,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,7,44.15,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,8,43.98,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,9,44.83,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,10,44.3,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,11,43.71,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,12,44.08,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,13,44.37,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,14,43.81,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,15,44.41,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,16,44.39,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,17,45.0,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,18,46.4,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,19,44.86,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,20,46.1,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,21,45.37,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,22,45.11,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,23,44.67,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,24,45.32,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,25,45.36,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,26,44.75,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,27,44.97,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,28,45.87,1
Metformin 500mg,Metformin HCl 500mg,Netmeds,29,46.99,0
Metformin 500mg,Metformin HCl 500mg,Netmeds,30,45.69,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,1,45.98,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,2,45.37,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,3,46.58,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,4,48.32,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,5,46.54,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,6,48.67,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,7,48.56,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,8,47.96,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,9,46.71,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,10,47.6,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,11,48.12,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,12,48.78,1
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,13,47.37,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,14,50.01,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,15,49.07,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,16,49.28,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,17,49.56,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,18,50.31,1
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,19,49.34,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,20,49.92,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,21,48.71,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,22,51.15,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,23,49.67,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,24,49.01,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,25,49.33,1
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,26,48.06,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,27,49.52,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,28,47.76,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,29,50.89,0
Metformin 500mg,Metformin HCl 500mg,Tata 1mg,30,50.65,1
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,1,45.11,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,2,46.06,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,3,46.2,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,4,45.24,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,5,46.2,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,6,46.52,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,7,46.37,1
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,8,46.07,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,9,45.88,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,10,46.64,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,11,46.48,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,12,47.63,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,13,48.48,1
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,14,48.15,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,15,47.45,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,16,46.91,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,17,48.42,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,18,48.28,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,19,49.01,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,20,48.08,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,21,49.59,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,22,48.28,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,23,47.6,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,24,47.86,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,25,48.88,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,26,47.97,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,27,50.19,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,28,49.1,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,29,48.83,0
Metformin 500mg,Metformin HCl 500mg,Apollo Pharmacy,30,49.01,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,1,59.79,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,2,58.2,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,3,59.72,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,4,62.29,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,5,60.77,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,6,61.86,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,7,61.99,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,8,60.75,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,9,61.68,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,10,59.11,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,11,62.87,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,12,62.86,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,13,61.89,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,14,61.71,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,15,61.47,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,16,63.01,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,17,62.63,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,18,58.38,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,19,61.47,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,20,60.66,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,21,60.55,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,22,63.59,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,23,62.24,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,24,62.97,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,25,62.59,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,26,61.06,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,27,60.83,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,28,62.29,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,29,62.48,1
Pantoprazole 40mg,Pantoprazole Sodium 40mg,PharmEasy,30,62.58,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,1,56.73,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,2,59.57,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,3,58.47,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,4,57.67,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,5,57.42,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,6,57.56,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,7,58.54,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,8,57.71,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,9,58.94,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,10,58.39,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,11,60.48,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,12,58.04,1
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,13,59.56,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,14,57.21,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,15,57.79,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,16,60.78,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,17,59.69,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,18,59.37,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,19,61.64,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,20,58.93,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,21,60.36,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,22,60.55,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,23,61.16,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,24,58.09,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,25,59.43,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,26,59.97,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,27,61.54,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,28,60.32,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,29,61.26,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Netmeds,30,58.6,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,1,62.73,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,2,64.93,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,3,63.08,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,4,63.42,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,5,65.51,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,6,62.53,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,7,62.89,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,8,62.13,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,9,65.97,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,10,65.27,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,11,65.34,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,12,63.79,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,13,62.55,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,14,62.33,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,15,66.24,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,16,65.31,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,17,65.66,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,18,65.15,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,19,63.95,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,20,64.65,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,21,63.85,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,22,63.81,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,23,66.46,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,24,63.42,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,25,64.26,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,26,65.32,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,27,65.83,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,28,64.12,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,29,63.89,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Tata 1mg,30,66.55,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,1,61.57,1
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,2,63.07,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,3,61.65,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,4,62.26,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,5,60.84,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,6,60.99,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,7,60.38,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,8,61.15,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,9,61.74,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,10,63.73,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,11,61.28,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,12,65.03,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,13,63.28,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,14,63.11,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,15,62.75,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,16,62.62,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,17,62.22,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,18,61.32,0
